id	vocab_id	sentence
1011	136	The feeling trapped him.
1012	136	A trapped situation.
1013	136	She escaped after being trapped.
1014	137	Smoking is a vice.
1015	137	Everyone has a vice.
1016	137	That habit is his vice.
1017	137	He struggled with vice.
1018	137	A dangerous vice.
1019	137	She avoided vice.
1020	137	Vice can control people.
1021	137	His vice ruined him.
1022	137	Vices are hard to quit.
1023	137	That became his vice.
1034	139	She gave a nod.
1035	139	He nodded in agreement.
1036	139	A quick nod followed.
1037	139	She nodded politely.
1038	139	He nodded slowly.
1039	139	They exchanged a nod.
1040	139	The nod meant yes.
1041	139	She nodded back.
1042	139	A confident nod.
1043	139	He ended with a nod.
1044	140	The building was blasted.
1045	140	The sound blasted through.
1046	140	The area was blasted.
1047	140	The door was blasted open.
1048	140	The rock was blasted apart.
1049	140	The noise blasted my ears.
1050	140	The wall was blasted.
1051	140	The ship was blasted.
1052	140	The city was blasted.
1053	140	The ground was blasted.
1054	141	She gave him a glare.
1055	141	He glared angrily.
1056	141	The glare was intense.
1057	141	A cold glare followed.
1058	141	She met his glare.
1059	141	The sun’s glare hurt.
1060	141	He shot a glare.
1061	141	The glare said everything.
1062	141	She avoided his glare.
1063	141	A threatening glare.
1064	142	The final showdown began.
1065	142	They prepared for a showdown.
1066	142	A dramatic showdown followed.
1067	142	The showdown was intense.
1068	142	It ended in a showdown.
1069	142	The movie had a showdown.
1070	142	A political showdown.
1071	142	The showdown decided everything.
1072	142	The showdown was inevitable.
1073	142	A tense showdown.
1074	143	A soft murmur spread.
1075	143	She spoke in a murmur.
1076	143	The crowd murmured.
1077	143	He heard a murmur.
1078	143	A low murmur filled the room.
1079	143	The murmur grew louder.
1080	143	A quiet murmur followed.
1081	143	Voices turned to murmur.
1082	143	A nervous murmur.
1083	143	The murmur faded.
1084	144	The story has a surprising twist at the end.
1085	144	He added a twist to the classic recipe.
1086	144	The movie includes an unexpected plot twist.
1087	144	She gave the problem a creative twist.
1088	144	A sudden twist changed the entire plan.
1089	144	The road takes a sharp twist ahead.
1090	144	The joke ends with a clever twist.
1091	144	History took a strange twist that year.
1092	144	He twisted the truth with a small twist.
1093	144	The game adds a twist to keep players engaged.
1094	145	The plant has spiky leaves.
1095	145	He styled his hair in a spiky way.
1096	145	The surface feels spiky to the touch.
1097	145	The cactus is small but very spiky.
1098	145	The tone of the email was spiky.
1099	145	The hedgehog looks spiky when scared.
1100	145	The graph shows spiky fluctuations.
1101	145	The fence has spiky edges.
1102	145	The virus has spiky proteins.
1103	145	The design uses spiky shapes.
1104	146	Everyone says he is boyfriend material.
1105	146	Kindness is what makes someone boyfriend material.
1106	146	She thinks reliability defines boyfriend material.
1107	146	Being honest helps you look like boyfriend material.
1108	146	He proved he is boyfriend material over time.
1109	146	Respect is essential to be boyfriend material.
1110	146	Humor can make someone boyfriend material.
1111	146	He acts like real boyfriend material.
1112	146	Maturity is a sign of boyfriend material.
1113	146	Trust is key for boyfriend material.
1114	147	They argue about politics often.
1115	147	I don’t want to argue today.
1116	147	She argued her point clearly.
1117	147	He tends to argue over small things.
1118	147	They argue when stressed.
1119	147	Lawyers argue cases in court.
1120	147	We shouldn’t argue at work.
1121	147	She argued against the proposal.
1122	147	They argue but still respect each other.
1123	147	He argued for better conditions.
1124	148	The pace of work increased.
1125	148	He walks at a fast pace.
1126	148	The story keeps a steady pace.
1127	148	Slow the pace to avoid mistakes.
1128	148	The pace of learning varies.
1129	148	The runner set a strong pace.
1130	148	The meeting moved at a good pace.
1131	148	Technology changes at a rapid pace.
1132	148	She struggled to keep pace.
1133	148	The pace affects productivity.
1134	149	My folks live in the countryside.
1135	149	The folks at work are friendly.
1136	149	Older folks prefer simple tools.
1137	149	The folks here are helpful.
1138	149	Young folks adapt quickly.
1139	149	Those folks know the area well.
1140	149	Folks often forget small details.
1141	149	The folks at home support me.
1142	149	Folks enjoy clear communication.
1143	149	Many folks work remotely now.
1144	150	He tried to interject during the meeting.
1145	150	Please don’t interject unnecessarily.
1146	150	She interjected with a quick comment.
1147	150	The manager interjected politely.
1148	150	He interjected to clarify the point.
1149	150	She interjects humor sometimes.
1150	150	It’s rude to interject constantly.
1151	150	He interjected with a question.
1152	150	The lawyer interjected immediately.
1153	150	She interjected to correct the data.
1154	151	We hang out after work.
1155	151	They hang out on weekends.
1156	151	I like to hang out with friends.
1157	151	Let’s hang out later.
1158	151	They hang out at the park.
1159	151	We hang out online sometimes.
1160	151	He hangs out with coworkers.
1161	151	She hangs out at cafés.
1162	151	They hang out to relax.
1163	151	We hang out to talk.
1164	106	She is picky about food.
1166	106	He’s picky with details.
1168	106	The client is very picky.
1170	106	I’m picky when buying tools.
1172	106	Kids can be picky eaters.
1174	106	She’s picky about quality.
1176	106	He became picky over time.
1178	106	The manager is picky.
1180	106	I’m not picky at all.
1182	106	Picky habits slow decisions.
1184	153	It’s not a big deal.
1185	153	They made a big deal out of it.
1186	153	This launch is a big deal.
1187	153	Why is this a big deal?
1188	153	He thinks it’s a big deal.
1189	153	It became a big deal quickly.
1190	153	That mistake is no big deal.
1191	153	The promotion is a big deal.
1192	153	They treat it as a big deal.
1193	153	It’s a bigger deal than expected.
1194	154	He was naive about risks.
1195	154	She sounds naive sometimes.
1196	154	Naive ideas can fail.
1197	154	He felt naive afterward.
1198	154	The plan was naive.
1199	154	She seemed naive at first.
1200	154	Naive trust can be dangerous.
1201	154	He isn’t naive anymore.
1202	154	They were naive to believe it.
1203	154	Naive optimism faded.
1204	155	He spoke snidely about the plan.
1205	155	She smiled snidely.
1206	155	He answered snidely.
1207	155	The comment was snidely delivered.
1208	155	She laughed snidely.
1209	155	He remarked snidely.
1210	155	The tone sounded snidely critical.
1211	155	She responded snidely.
1212	155	He looked snidely amused.
1213	155	The joke came off snidely.
1214	156	Her GPA improved this year.
1215	156	His GPA meets the requirement.
1216	156	They calculate GPA each term.
1217	156	A high GPA helps scholarships.
1218	156	She tracks her GPA closely.
1219	156	His GPA dropped slightly.
1220	156	The program requires a GPA.
1221	156	GPA reflects academic performance.
1222	156	Students worry about GPA.
1223	156	GPA matters for applications.
1224	157	You deserve respect.
1225	157	She deserves a promotion.
1226	157	They deserve credit.
1227	157	He deserves another chance.
1228	157	We deserve better tools.
1229	157	She deserves recognition.
1230	157	They deserve honesty.
1231	157	You deserve success.
1232	157	He deserves support.
1233	157	They deserve fairness.
1234	158	I swear this is true.
1235	158	He doesn’t swear at work.
1236	158	She swore to help.
1237	158	They swear too much.
1238	158	He swore an oath.
1239	158	I swear by this method.
1240	158	She tried not to swear.
1241	158	He swore loudly.
1242	158	They swear under pressure.
1243	158	I swear I tried.
1244	159	Please back off.
1245	159	He told them to back off.
1246	159	The manager asked to back off.
1247	159	She backed off calmly.
1248	159	They need to back off.
1249	159	He backed off the idea.
1250	159	She refused to back off.
1251	159	The pressure made him back off.
1252	159	They finally backed off.
1253	159	He won’t back off easily.
1254	160	The dog followed the scent.
1255	160	The scent is pleasant.
1256	160	Flowers have a strong scent.
1257	160	The scent filled the room.
1258	160	She noticed a strange scent.
1259	160	The scent attracts insects.
1260	160	This candle has a soft scent.
1261	160	The scent lingered.
1262	160	Perfume leaves a scent.
1263	160	The scent faded quickly.
1265	161	She began to whisper.
1267	161	He whispered a secret.
1269	161	They whisper in class.
1271	161	I heard a whisper.
1273	161	She whispered softly.
1275	161	He leaned in to whisper.
1277	161	The wind whispered.
1279	161	They whispered nervously.
1281	161	A quiet whisper followed.
1283	161	She whispered goodbye.
1284	162	He let out a yawn.
1285	162	She tried not to yawn.
1286	162	A big yawn escaped.
1287	162	They yawn during meetings.
1288	162	The baby began to yawn.
1289	162	I had to yawn.
1290	162	A yawn shows tiredness.
1291	162	He stifled a yawn.
1292	162	She yawned loudly.
1293	162	The long day caused a yawn.
1294	163	The wolf began to howl.
1295	163	The wind howled at night.
1296	163	He let out a howl.
1297	163	Dogs howl together.
1298	163	The crowd howled with laughter.
1299	163	The storm howled outside.
1300	163	She heard a distant howl.
1301	163	The pain made him howl.
1302	163	The siren caused a howl.
1303	163	The forest echoed with a howl.
1304	164	I doubt the results.
1305	164	She has no doubt.
1306	164	He doubts the plan.
1307	164	Doubt slows decisions.
1308	164	I doubt that’s true.
1309	164	They doubt his story.
1310	164	There is some doubt.
1311	164	Doubt creates hesitation.
1312	164	She doubts herself.
1313	164	He expressed doubt.
1314	165	They struggle with time.
1315	165	He struggles to focus.
1316	165	We struggle every day.
1317	165	The team struggled early.
1318	165	She struggled to learn.
1319	165	They struggle financially.
1320	165	He struggled but succeeded.
1321	165	Many struggle silently.
1322	165	The system struggles under load.
1323	165	I struggle sometimes.
1324	166	The job prospect looks good.
1325	166	They discussed future prospects.
1326	166	It’s an exciting prospect.
1327	166	The prospect motivated her.
1328	166	He considered the prospect.
1329	166	The prospect seems uncertain.
1330	166	New prospects emerged.
1331	166	The prospect of change helps.
1332	166	It remains a prospect.
1333	166	The prospect worries them.
1334	167	We meet on a regular basis.
1335	167	She trains on a regular basis.
1336	167	They check logs on a regular basis.
1337	167	I practice on a regular basis.
1338	167	The system updates on a regular basis.
1339	167	He reviews data on a regular basis.
1340	167	We communicate on a regular basis.
1341	167	She studies on a regular basis.
1342	167	They test on a regular basis.
1343	167	I exercise on a regular basis.
1344	168	He must face the music.
1345	168	They decided to face the music.
1346	168	It’s time to face the music.
1347	168	She faced the music bravely.
1348	168	He refuses to face the music.
1349	168	We had to face the music.
1350	168	Eventually you face the music.
1351	168	They finally faced the music.
1352	168	He told her to face the music.
1353	168	Facing the music is hard.
1354	169	You’d be better of waiting.
1355	169	She would be better of leaving early.
1356	169	They are better of prepared.
1357	169	He’d be better of studying.
1358	169	We’re better of together.
1359	169	She felt better of after rest.
1360	169	They’d be better of planning.
1361	169	He is better of now.
1362	169	We are better of informed.
1363	169	You’ll be better of soon.
1364	170	It helps in the long run.
1365	170	Saving pays off in the long run.
1366	170	Health matters in the long run.
1367	170	This decision helps in the long run.
1368	170	Patience wins in the long run.
1369	170	Costs drop in the long run.
1370	170	It works in the long run.
1371	170	Skills matter in the long run.
1372	170	Effort pays in the long run.
1373	170	It benefits us in the long run.
1374	171	The attorney reviewed the case.
1375	171	She hired an attorney.
1376	171	The attorney advised caution.
1377	171	He consulted an attorney.
1378	171	The attorney filed papers.
1379	171	They trust their attorney.
1380	171	The attorney spoke clearly.
1381	171	An attorney represents clients.
1382	171	The attorney negotiated terms.
1383	171	She became an attorney.
1384	172	Her help was invaluable.
1385	172	This data is invaluable.
1386	172	Experience is invaluable.
1387	172	The tool proved invaluable.
1388	172	His advice was invaluable.
1389	172	Time is invaluable.
1390	172	Support is invaluable.
1391	172	The feedback was invaluable.
1392	172	Knowledge is invaluable.
1393	172	The mentor was invaluable.
1394	173	The noise annoys me.
1395	173	This bug annoys users.
1396	173	He annoys his sister.
1397	173	The delay annoys everyone.
1398	173	It annoys him deeply.
1399	173	The habit annoys coworkers.
1400	173	The message annoys clients.
1401	173	It annoys me sometimes.
1402	173	The tone annoys readers.
1403	173	The pop-up annoys users.
1404	174	I like it though.
1405	174	It’s expensive though.
1406	174	He agreed though.
1407	174	She smiled though.
1408	174	The task is hard though.
1409	174	It works though.
1410	174	I understand though.
1411	174	He tried though.
1412	174	The plan failed though.
1413	174	It helps though.
1414	175	I am tired today.
1415	175	She was very happy yesterday.
1416	175	They have been friends for years.
1417	175	It is important to study every day.
1418	175	He was late to the meeting.
1419	175	We are ready now.
1420	175	The house has been empty for months.
1421	175	She is being honest.
1422	175	I was there last night.
1423	175	Everything has been fine.
1424	176	I have a car.
1425	176	She had a problem yesterday.
1426	176	We have had enough time.
1427	176	He has a good job.
1428	176	They had dinner early.
1429	176	I have never had this before.
1430	176	She has had many opportunities.
1431	176	We had a long day.
1432	176	He has a question.
1433	176	I had no idea.
1434	177	I do my homework every night.
1435	177	She did her best.
1436	177	They have done the work already.
1437	177	He does everything fast.
1438	177	I did not understand.
1439	177	We have done this before.
1440	177	She did the right thing.
1441	177	He does his job well.
1442	177	I have done my part.
1443	177	They did nothing wrong.
1444	178	I say the truth.
1445	178	She said she was tired.
1446	178	They have said that before.
1447	178	He says hello every morning.
1448	178	I said nothing.
1449	178	She has said enough.
1450	178	We said goodbye.
1451	178	He says it clearly.
1452	178	I have said yes.
1453	178	They said the same thing.
1454	179	I go to work every day.
1455	179	She went home early.
1456	179	They have gone already.
1457	179	He goes to the gym often.
1458	179	I went there last year.
1459	179	We have gone too far.
1460	179	She goes by bus.
1461	179	He went alone.
1462	179	I have gone through this.
1463	179	They went shopping.
1464	180	I get tired easily.
1465	180	She got angry yesterday.
1466	180	They have gotten better.
1467	180	He gets good results.
1468	180	I got a gift.
1469	180	We have got enough money.
1470	180	She gets nervous.
1471	180	He got lost.
1472	180	I have gotten used to it.
1473	180	They got the job.
1474	181	I make coffee every morning.
1475	181	She made a mistake.
1476	181	They have made progress.
1477	181	He makes good decisions.
1478	181	I made this myself.
1479	181	We have made plans.
1480	181	She makes people laugh.
1481	181	He made dinner.
1482	181	I have made peace with it.
1483	181	They made a deal.
1484	182	I know the answer.
1485	182	She knew him well.
1486	182	They have known each other for years.
1487	182	He knows the rules.
1488	182	I knew it was wrong.
1489	182	We have known this place.
1490	182	She knows what to do.
1491	182	He knew nothing.
1492	182	I have known better days.
1493	182	They knew the truth.
1494	183	I think you are right.
1495	183	She thought about it.
1496	183	They have thought a lot.
1497	183	He thinks differently.
1498	183	I thought it was easy.
1499	183	We have thought the same.
1500	183	She thinks fast.
1501	183	He thought he was late.
1502	183	I have thought about quitting.
1503	183	They thought it was funny.
1504	184	I take the bus every day.
1505	184	She took my phone.
1506	184	They have taken action.
1507	184	He takes responsibility.
1508	184	I took a break.
1509	184	We have taken this seriously.
1510	184	She takes her time.
1511	184	He took the wrong turn.
1512	184	I have taken notes.
1513	184	They took the opportunity.
1514	185	I see the problem.
1515	185	She saw him yesterday.
1516	185	They have seen this movie.
1517	185	He sees everything.
1518	185	I saw the result.
1519	185	We have seen worse.
1520	185	She sees the difference.
1521	185	He saw the accident.
1522	185	I have seen enough.
1523	185	They saw the truth.
1524	186	I come here often.
1525	186	She came late.
1526	186	They have come a long way.
1527	186	He comes from Brazil.
1528	186	I came alone.
1529	186	We have come prepared.
1530	186	She comes every week.
1531	186	He came back early.
1532	186	I have come to help.
1533	186	They came together.
1534	187	I give my best.
1535	187	She gave me advice.
1536	187	They have given permission.
1537	187	He gives great explanations.
1538	187	I gave him a chance.
1539	187	We have given enough.
1540	187	She gives hope.
1541	187	He gave a gift.
1542	187	I have given up.
1543	187	They gave support.
1544	188	I find this interesting.
1545	188	She found the answer.
1546	188	They have found a solution.
1547	188	He finds it hard.
1548	188	I found my keys.
1549	188	We have found peace.
1550	188	She finds joy in work.
1551	188	He found a mistake.
1552	188	I have found what I need.
1553	188	They found the place.
1554	189	I tell the truth.
1555	189	She told me everything.
1556	189	They have told the story.
1557	189	He tells good jokes.
1558	189	I told him yesterday.
1559	189	We have told you before.
1560	189	She tells the difference.
1561	189	He told the truth.
1562	189	I have told enough.
1563	189	They told me so.
1564	190	I feel better now.
1565	190	She felt sick yesterday.
1566	190	They have felt this before.
1567	190	He feels confident.
1568	190	I felt the pain.
1569	190	We have felt proud.
1570	190	She feels safe.
1571	190	He felt lost.
1572	190	I have felt worse.
1573	190	They felt relieved.
1574	191	I leave early.
1575	191	She left the room.
1576	191	They have left already.
1577	191	He leaves work late.
1578	191	I left my bag.
1579	191	We have left nothing behind.
1580	191	She leaves tomorrow.
1581	191	He left in a hurry.
1582	191	I have left a message.
1583	191	They left together.
1584	192	I become tired easily.
1585	192	She became famous.
1586	192	They have become friends.
1587	192	He becomes angry fast.
1588	192	I became aware.
1589	192	We have become stronger.
1590	192	She becomes happier.
1591	192	He became a leader.
1592	192	I have become better.
1593	192	They became successful.
1594	193	I bring my lunch.
1595	193	She brought good news.
1596	193	They have brought gifts.
1597	193	He brings energy.
1598	193	I brought my laptop.
1599	193	We have brought enough.
1600	193	She brings joy.
1601	193	He brought the documents.
1602	193	I have brought help.
1603	193	They brought food.
1604	194	I begin work at eight.
1605	194	She began to cry.
1606	194	They have begun the project.
1607	194	He begins early.
1608	194	I began learning English.
1609	194	We have begun already.
1610	194	She begins tomorrow.
1611	194	He began the process.
1612	194	I have begun to understand.
1613	194	They began together.
1614	195	I keep my promises.
1615	195	She kept the secret.
1616	195	They have kept in touch.
1617	195	He keeps trying.
1618	195	I kept the receipt.
1619	195	We have kept calm.
1620	195	She keeps smiling.
1621	195	He kept quiet.
1622	195	I have kept this safe.
1623	195	They kept going.
1624	196	I hold the door.
1625	196	She held my hand.
1626	196	They have held meetings.
1627	196	He holds the record.
1628	196	I held the position.
1629	196	We have held on.
1630	196	She holds strong beliefs.
1631	196	He held the line.
1632	196	I have held this before.
1633	196	They held the event.
1634	197	I hear a noise.
1635	197	She heard the news.
1636	197	They have heard this song.
1637	197	He hears well.
1638	197	I heard a voice.
1639	197	We have heard enough.
1640	197	She hears everything.
1641	197	He heard a scream.
1642	197	I have heard better excuses.
1643	197	They heard the truth.
1644	198	I write every day.
1645	198	She wrote a letter.
1646	198	They have written reports.
1647	198	He writes clearly.
1648	198	I wrote an email.
1649	198	We have written this already.
1650	198	She writes fast.
1651	198	He wrote the code.
1652	198	I have written notes.
1653	198	They wrote a book.
1654	199	I understand the problem.
1655	199	She understood everything.
1656	199	They have understood the rules.
1657	199	He understands quickly.
1658	199	I understood later.
1659	199	We have understood the risk.
1660	199	She understands English.
1661	199	He understood the task.
1662	199	I have understood now.
1663	199	They understood each other.
1664	200	I abide every day.
1665	200	She abode yesterday.
1666	200	They have abode already.
1667	200	He usually abides at work.
1668	200	I abode it last night.
1669	200	We have abode many times.
1670	200	She always abides carefully.
1671	200	He abode without hesitation.
1672	200	I have abode before.
1673	200	They will abide again.
1674	201	I arise every day.
1675	201	She arose yesterday.
1676	201	They have arisen already.
1677	201	He usually arises at work.
1678	201	I arose it last night.
1679	201	We have arisen many times.
1680	201	She always arises carefully.
1681	201	He arose without hesitation.
1682	201	I have arisen before.
1683	201	They will arise again.
1684	202	I awake every day.
1685	202	She awoke yesterday.
1686	202	They have awoken already.
1687	202	He usually awakes at work.
1688	202	I awoke it last night.
1689	202	We have awoken many times.
1690	202	She always awakes carefully.
1691	202	He awoke without hesitation.
1692	202	I have awoken before.
1693	202	They will awake again.
1694	203	I beat every day.
1695	203	She beat yesterday.
1696	203	They have beaten already.
1697	203	He usually beats at work.
1698	203	I beat it last night.
1699	203	We have beaten many times.
1700	203	She always beats carefully.
1701	203	He beat without hesitation.
1702	203	I have beaten before.
1703	203	They will beat again.
1704	204	I bear every day.
1705	204	She bore yesterday.
1706	204	They have borne already.
1707	204	He usually bears at work.
1708	204	I bore it last night.
1709	204	We have borne many times.
1710	204	She always bears carefully.
1711	204	He bore without hesitation.
1712	204	I have borne before.
1713	204	They will bear again.
1714	205	I bend every day.
1715	205	She bent yesterday.
1716	205	They have bent already.
1717	205	He usually bends at work.
1718	205	I bent it last night.
1719	205	We have bent many times.
1720	205	She always bends carefully.
1721	205	He bent without hesitation.
1722	205	I have bent before.
1723	205	They will bend again.
1724	206	I bind every day.
1725	206	She bound yesterday.
1726	206	They have bound already.
1727	206	He usually binds at work.
1728	206	I bound it last night.
1729	206	We have bound many times.
1730	206	She always binds carefully.
1731	206	He bound without hesitation.
1732	206	I have bound before.
1733	206	They will bind again.
1734	207	I bite every day.
1735	207	She bit yesterday.
1736	207	They have bitten already.
1737	207	He usually bites at work.
1738	207	I bit it last night.
1739	207	We have bitten many times.
1740	207	She always bites carefully.
1741	207	He bit without hesitation.
1742	207	I have bitten before.
1743	207	They will bite again.
1744	208	I bleed every day.
1745	208	She bled yesterday.
1746	208	They have bled already.
1747	208	He usually bleeds at work.
1748	208	I bled it last night.
1749	208	We have bled many times.
1750	208	She always bleeds carefully.
1751	208	He bled without hesitation.
1752	208	I have bled before.
1753	208	They will bleed again.
1754	209	I blow every day.
1755	209	She blew yesterday.
1756	209	They have blown already.
1757	209	He usually blows at work.
1758	209	I blew it last night.
1759	209	We have blown many times.
1760	209	She always blows carefully.
1761	209	He blew without hesitation.
1762	209	I have blown before.
1763	209	They will blow again.
1764	210	I break every day.
1765	210	She broke yesterday.
1766	210	They have broken already.
1767	210	He usually breaks at work.
1768	210	I broke it last night.
1769	210	We have broken many times.
1770	210	She always breaks carefully.
1771	210	He broke without hesitation.
1772	210	I have broken before.
1773	210	They will break again.
1774	211	I build every day.
1775	211	She built yesterday.
1776	211	They have built already.
1777	211	He usually builds at work.
1778	211	I built it last night.
1779	211	We have built many times.
1780	211	She always builds carefully.
1781	211	He built without hesitation.
1782	211	I have built before.
1783	211	They will build again.
1784	212	I burn every day.
1785	212	She burned yesterday.
1786	212	They have burned already.
1787	212	He usually burns at work.
1788	212	I burned it last night.
1789	212	We have burned many times.
1790	212	She always burns carefully.
1791	212	He burned without hesitation.
1792	212	I have burned before.
1793	212	They will burn again.
1794	213	I buy every day.
1795	213	She bought yesterday.
1796	213	They have bought already.
1797	213	He usually buys at work.
1798	213	I bought it last night.
1799	213	We have bought many times.
1800	213	She always buys carefully.
1801	213	He bought without hesitation.
1802	213	I have bought before.
1803	213	They will buy again.
1804	214	I catch every day.
1805	214	She caught yesterday.
1806	214	They have caught already.
1807	214	He usually catchs at work.
1808	214	I caught it last night.
1809	214	We have caught many times.
1810	214	She always catchs carefully.
1811	214	He caught without hesitation.
1812	214	I have caught before.
1813	214	They will catch again.
1814	215	I choose every day.
1815	215	She chose yesterday.
1816	215	They have chosen already.
1817	215	He usually chooses at work.
1818	215	I chose it last night.
1819	215	We have chosen many times.
1820	215	She always chooses carefully.
1821	215	He chose without hesitation.
1822	215	I have chosen before.
1823	215	They will choose again.
1824	216	I cling every day.
1825	216	She clung yesterday.
1826	216	They have clung already.
1827	216	He usually clings at work.
1828	216	I clung it last night.
1829	216	We have clung many times.
1830	216	She always clings carefully.
1831	216	He clung without hesitation.
1832	216	I have clung before.
1833	216	They will cling again.
1834	217	I creep every day.
1835	217	She crept yesterday.
1836	217	They have crept already.
1837	217	He usually creeps at work.
1838	217	I crept it last night.
1839	217	We have crept many times.
1840	217	She always creeps carefully.
1841	217	He crept without hesitation.
1842	217	I have crept before.
1843	217	They will creep again.
1844	218	I deal every day.
1845	218	She dealt yesterday.
1846	218	They have dealt already.
1847	218	He usually deals at work.
1848	218	I dealt it last night.
1849	218	We have dealt many times.
1850	218	She always deals carefully.
1851	218	He dealt without hesitation.
1852	218	I have dealt before.
1853	218	They will deal again.
1854	222	I drink every day.
1855	222	She drank yesterday.
1856	222	They have drunk already.
1857	222	He usually drinks at work.
1858	222	I drank it last night.
1859	222	We have drunk many times.
1860	222	She always drinks carefully.
1861	222	He drank without hesitation.
1862	222	I have drunk before.
1863	222	They will drink again.
1864	223	I drive every day.
1865	223	She drove yesterday.
1866	223	They have driven already.
1867	223	He usually drives at work.
1868	223	I drove it last night.
1869	223	We have driven many times.
1870	223	She always drives carefully.
1871	223	He drove without hesitation.
1872	223	I have driven before.
1873	223	They will drive again.
1874	224	I eat every day.
1875	224	She ate yesterday.
1876	224	They have eaten already.
1877	224	He usually eats at work.
1878	224	I ate it last night.
1879	224	We have eaten many times.
1880	224	She always eats carefully.
1881	224	He ate without hesitation.
1882	224	I have eaten before.
1883	224	They will eat again.
1884	225	I fall every day.
1885	225	She fell yesterday.
1886	225	They have fallen already.
1887	225	He usually falls at work.
1888	225	I fell it last night.
1889	225	We have fallen many times.
1890	225	She always falls carefully.
1891	225	He fell without hesitation.
1892	225	I have fallen before.
1893	225	They will fall again.
1894	226	I feed every day.
1895	226	She fed yesterday.
1896	226	They have fed already.
1897	226	He usually feeds at work.
1898	226	I fed it last night.
1899	226	We have fed many times.
1900	226	She always feeds carefully.
1901	226	He fed without hesitation.
1902	226	I have fed before.
1903	226	They will feed again.
1904	227	I fight every day.
1905	227	She fought yesterday.
1906	227	They have fought already.
1907	227	He usually fights at work.
1908	227	I fought it last night.
1909	227	We have fought many times.
1910	227	She always fights carefully.
1911	227	He fought without hesitation.
1912	227	I have fought before.
1913	227	They will fight again.
1914	228	I flee every day.
1915	228	She fled yesterday.
1916	228	They have fled already.
1917	228	He usually flees at work.
1918	228	I fled it last night.
1919	228	We have fled many times.
1920	228	She always flees carefully.
1921	228	He fled without hesitation.
1922	228	I have fled before.
1923	228	They will flee again.
1924	229	I fly every day.
1925	229	She flew yesterday.
1926	229	They have flown already.
1927	229	He usually flys at work.
1928	229	I flew it last night.
1929	229	We have flown many times.
1930	229	She always flys carefully.
1931	229	He flew without hesitation.
1932	229	I have flown before.
1933	229	They will fly again.
1934	231	I forget every day.
1935	231	She forgot yesterday.
1936	231	They have forgotten already.
1937	231	He usually forgets at work.
1938	231	I forgot it last night.
1939	231	We have forgotten many times.
1940	231	She always forgets carefully.
1941	231	He forgot without hesitation.
1942	231	I have forgotten before.
1943	231	They will forget again.
1944	232	I forgive every day.
1945	232	She forgave yesterday.
1946	232	They have forgiven already.
1947	232	He usually forgives at work.
1948	232	I forgave it last night.
1949	232	We have forgiven many times.
1950	232	She always forgives carefully.
1951	232	He forgave without hesitation.
1952	232	I have forgiven before.
1953	232	They will forgive again.
1954	233	I freeze every day.
1955	233	She froze yesterday.
1956	233	They have frozen already.
1957	233	He usually freezes at work.
1958	233	I froze it last night.
1959	233	We have frozen many times.
1960	233	She always freezes carefully.
1961	233	He froze without hesitation.
1962	233	I have frozen before.
1963	233	They will freeze again.
1964	234	I grow every day.
1965	234	She grew yesterday.
1966	234	They have grown already.
1967	234	He usually grows at work.
1968	234	I grew it last night.
1969	234	We have grown many times.
1970	234	She always grows carefully.
1971	234	He grew without hesitation.
1972	234	I have grown before.
1973	234	They will grow again.
1974	235	I hang every day.
1975	235	She hung yesterday.
1976	235	They have hung already.
1977	235	He usually hangs at work.
1978	235	I hung it last night.
1979	235	We have hung many times.
1980	235	She always hangs carefully.
1981	235	He hung without hesitation.
1982	235	I have hung before.
1983	235	They will hang again.
1984	236	I hide every day.
1985	236	She hid yesterday.
1986	236	They have hidden already.
1987	236	He usually hides at work.
1988	236	I hid it last night.
1989	236	We have hidden many times.
1990	236	She always hides carefully.
1991	236	He hid without hesitation.
1992	236	I have hidden before.
1993	236	They will hide again.
1994	237	I hit every day.
1995	237	She hit yesterday.
1996	237	They have hit already.
1997	237	He usually hits at work.
1998	237	I hit it last night.
1999	237	We have hit many times.
2000	237	She always hits carefully.
2001	237	He hit without hesitation.
2002	237	I have hit before.
2003	237	They will hit again.
2004	238	I hurt every day.
2005	238	She hurt yesterday.
2006	238	They have hurt already.
2007	238	He usually hurts at work.
2008	238	I hurt it last night.
2009	238	We have hurt many times.
2010	238	She always hurts carefully.
2011	238	He hurt without hesitation.
2012	238	I have hurt before.
2013	238	They will hurt again.
2014	240	I kneel every day.
2015	240	She knelt yesterday.
2016	240	They have knelt already.
2017	240	He usually kneels at work.
2018	240	I knelt it last night.
2019	240	We have knelt many times.
2020	240	She always kneels carefully.
2021	240	He knelt without hesitation.
2022	240	I have knelt before.
2023	240	They will kneel again.
2024	242	I lay every day.
2025	242	She laid yesterday.
2026	242	They have laid already.
2027	242	He usually lays at work.
2028	242	I laid it last night.
2029	242	We have laid many times.
2030	242	She always lays carefully.
2031	242	He laid without hesitation.
2032	242	I have laid before.
2033	242	They will lay again.
2034	243	I lead every day.
2035	243	She led yesterday.
2036	243	They have led already.
2037	243	He usually leads at work.
2038	243	I led it last night.
2039	243	We have led many times.
2040	243	She always leads carefully.
2041	243	He led without hesitation.
2042	243	I have led before.
2043	243	They will lead again.
2044	244	I lend every day.
2045	244	She lent yesterday.
2046	244	They have lent already.
2047	244	He usually lends at work.
2048	244	I lent it last night.
2049	244	We have lent many times.
